Listing Title,Property Type,Listing Type,City,Zipcode,Bedrooms,Bathrooms,Max Guests,Airbnb Superhost,Host Listing Count,Instantbook Enabled,Pets Allowed,Average Daily Rate (USD),Cleaning Fee (USD),Annual Revenue LTM (USD),Extra People Fee (USD),Count Available Days LTM,Count Reservation Days LTM,Occupancy Rate LTM,Number of Bookings LTM,Overall Rating,Airbnb Communication Rating,Airbnb Accuracy Rating,Airbnb Cleanliness Rating,Airbnb Checkin Rating,Airbnb Location Rating,Airbnb Value Rating,Latitude,Longitude
50% DISCOUNT GIVEN!! LOOK AT ME I sleep 2!!!,Entire condo,entire_home,دبي,25314,Studio,1,2,t,,False,False,51,0.0,10611,0.0,219,174,95,18,4.5,10.0,10.0,10.0,9.0,9.0,10.0,25.053,55.199
Welcoming Studio at Ghalia Jumeirah Village Circle,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,False,88,0.0,11912,0.0,141,113,96,6,4.0,9.0,9.0,8.0,8.0,9.0,8.0,25.053,55.199
Intimate Studio in Damac Ghalia JVC,Entire rental unit,entire_home,Dubai,25314,Studio,1,2,f,,False,False,69,0.0,4306,0.0,80,52,78,4,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.053,55.199
Serene Studio at Ghalia Jumeirah Village Circle,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,False,82,0.0,6863,0.0,90,70,93,0,4.0,10.0,8.0,8.0,10.0,8.0,6.0,25.053,55.199
Premium Family-Studio in JVC,Entire rental unit,entire_home,Dubai,25314,1,1,3,f,,False,False,70,0.0,2170,0.0,31,26,100,1,,,,,,,,25.053,55.199
Refined Studio-Ghalia Tower,Entire rental unit,entire_home,دبي,25314,1,1,2,f,,False,False,84,0.0,4637,0.0,69,46,80,8,5.0,10.0,10.0,10.0,9.0,9.0,10.0,25.05367,55.19835
Cozy spacious studio in a brand new building,Entire rental unit,entire_home,Dubai,25314,1,1,2,t,2.0,False,False,64,54.0,5670,13.6,93,68,88,8,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.05443,55.19878
Heart of vibrant JVC | Modern Studio,Entire rental unit,entire_home,Dubai,25314,Studio,1,2,t,,False,False,54,0.0,4190,0.0,97,65,80,2,,,,,,,,25.051,55.201
Stunning Luxury Penthouse Loft Style Apartment!,Entire loft,entire_home,Dubai,25314,1,2,2,f,1.0,True,False,128,41.0,341,27.2333,18,2,13,1,4.0,10.0,10.0,6.0,10.0,10.0,8.0,25.05224,55.1997
Fully Equipped Modern Cozy 65m2 Flat in Dubai,Entire rental unit,entire_home,Dubai,25314,1,1,3,t,1.0,False,True,73,27.0,14663,27.2333,212,165,93,10,4.8,10.0,10.0,10.0,10.0,9.0,9.0,25.05196,55.19994
Affordable 1BR Holiday Home,Entire rental unit,entire_home,Dubai,25314,1,2,2,f,,False,True,148,0.0,528,0.0,7,3,51,3,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.052,55.201
"Newly Furnished 01 BH with pool, Gym, Sydney Tower",Entire serviced apartment,entire_home,Dubai,25314,1,2,4,f,,False,True,123,0.0,1046,0.0,25,7,34,3,5.0,8.0,10.0,10.0,10.0,4.0,8.0,25.05227,55.20038
Modern 1BDR in JVC | Pool access,Entire rental unit,entire_home,Dubai,25314,1,1,2,t,,False,False,78,0.0,6898,0.0,132,74,67,5,5.0,10.0,10.0,10.0,10.0,9.0,10.0,25.0517,55.20218
Primestay - Harrington House in Jvc,Entire rental unit,entire_home,دبي,25314,1,1,2,f,,False,False,133,0.0,6517,0.0,49,43,100,5,5.0,8.0,10.0,10.0,10.0,10.0,10.0,25.05189,55.20167
Stunning Fully Furnished Studio in JVC,Entire rental unit,entire_home,Dubai,25314,Studio,1,2,f,,False,False,50,0.0,60,0.0,15,1,8,0,4.0,9.0,7.0,7.0,7.0,6.0,5.0,25.05256,55.203
Dynamic Studio-Ghalia Tower,Entire rental unit,entire_home,دبي,25314,1,1,2,f,,False,False,103,0.0,3204,0.0,51,26,61,6,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.05276,55.19967
Alluring 2 Bedroom Apartment in JVC,Entire rental unit,entire_home,دبي,25314,2,2,4,f,348.0,False,False,179,0.0,6670,0.0,54,31,69,4,4.2,9.0,9.0,8.0,8.0,9.0,8.0,25.05343,55.19992
Plaza Freshly furnished Studio with Balcony in JVC,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,15.0,True,True,69,41.0,8477,0.0,162,100,74,5,4.2,9.0,8.0,8.0,9.0,9.0,8.0,25.0529,55.20109
Contemporary Studio-Ghalia Tower,Entire rental unit,entire_home,دبي,25314,1,1,2,f,,False,False,82,0.0,1465,0.0,38,15,47,4,,,,,,,,25.05411,55.19924
Great 2 Sleeper Studio Ghalia,Entire rental unit,entire_home,دبي,25314,1,1,2,f,,False,False,76,0.0,1272,0.0,31,14,54,1,,,,,,,,25.05409223638837,55.19947386039616
Excellent and Pleasant Furnished Studio Apt.,Entire rental unit,entire_home,Dubai,25314,Studio,1,2,f,1.0,True,False,44,54.0,6149,0.0,240,97,48,20,5.0,10.0,10.0,10.0,10.0,8.0,10.0,25.05414,55.19966
Stylish & Vibrant Studio,Private room in rental unit,private_room,Dubai,25314,Studio,1,2,f,,False,False,68,0.0,82,0.0,8,1,15,0,,,,,,,,25.05385,55.20018
Comfortable Studio-Ghalia Tower,Entire rental unit,entire_home,دبي,25314,1,1,2,f,,False,False,98,0.0,5104,0.0,124,43,42,8,5.0,10.0,8.0,8.0,10.0,8.0,6.0,25.05401,55.2
Warm Studio Apartment In JVC,Entire rental unit,entire_home,دبي,25314,1,1,2,f,,False,False,55,0.0,8356,0.0,211,127,72,10,4.3,10.0,9.0,9.0,8.0,9.0,8.0,25.05428,55.19931
Super apartment for rent,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,1.0,True,False,136,0.0,326,0.0,6,2,40,9,1.0,2.0,2.0,2.0,2.0,2.0,2.0,25.05457,55.19956
Studio in JVC - Heart of Dubaï,Entire rental unit,entire_home,Dubai,25314,1,1,3,f,,False,True,54,0.0,4714,0.0,90,73,97,5,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.054232200979136,55.20029204258749
Beautiful 2beds apartment with garden and pool gym,Private room in rental unit,private_room,Dubai,25314,1,1,2,f,1.0,True,False,272,0.0,7137,0.0,41,22,64,10,,,,,,,,25.05435,55.20057
Spacious studio in Laya Mansion,Entire rental unit,entire_home,Dubai,25314,Studio,1,2,f,0.0,False,True,68,27.0,10655,0.0,165,129,94,4,5.0,10.0,10.0,10.0,10.0,9.0,10.0,25.05456,55.20064
"A Cozy fully furnished Studio in JVC, Dubai",Entire rental unit,entire_home,Dubai,25314,Studio,1,2,f,,False,False,41,0.0,1271,0.0,31,30,100,0,3.0,10.0,6.0,10.0,10.0,6.0,6.0,25.05421,55.20107
Appartement en résidence piscine,Entire rental unit,entire_home,Dubai,25314,1,2,4,f,,False,True,97,0.0,9041,0.0,239,78,39,10,4.8,10.0,10.0,10.0,10.0,10.0,9.0,25.0531,55.20135
Stunning Park view studio with balcony,Entire rental unit,entire_home,Dubai,25314,Studio,1,3,f,130.0,True,False,64,55.0,18938,0.0,275,216,91,31,4.1,10.0,10.0,9.0,10.0,8.0,9.0,25.05315,55.20179
"Ornate 2BR at Diamond Views 1, JVC",Entire rental unit,entire_home,Dubai,25314,2,2,4,f,,False,False,142,0.0,9247,0.0,74,54,88,4,,,,,,,,25.053,55.202
New! Superb Studio with Balcony in Park View JVC,Entire rental unit,entire_home,Dubai,25314,Studio,1,3,f,,False,False,44,0.0,4356,0.0,99,91,100,3,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.05303,55.20208
Gorgeous Living in Park View JVC - Airbetter,Entire condo,entire_home,Dubai,25314,1,1,3,f,,False,False,42,0.0,2822,0.0,70,56,96,3,4.7,9.0,9.0,9.0,9.0,9.0,9.0,25.05307,55.20204
Lovely Studio Park View Dubai - JVC,Entire condo,entire_home,Dubai,25314,1,1,3,f,,False,False,42,0.0,2478,0.0,59,51,100,2,3.4,7.0,7.0,7.0,7.0,7.0,7.0,25.05323,55.20163
中东明珠-迪拜市区豪华花园大别墅华人房东，家庭房单间可提供中餐,Private room in villa,private_room,Dubai,25314,1,2,3,f,6.0,False,False,86,0.0,929,0.0,4,2,60,3,5.0,10.0,10.0,10.0,10.0,9.0,10.0,25.0534,55.20149
Pretty apartment with pool views and huge terrace,Entire rental unit,entire_home,Dubai,25314,1,1,4,f,1.0,True,True,70,0.0,3843,0.0,61,46,90,6,4.7,10.0,10.0,10.0,10.0,9.0,10.0,25.05356,55.20152
Brand new chic Studio Park View JVC - Airbetter,Entire condo,entire_home,Dubai,25314,1,1,3,f,,False,False,47,0.0,2695,0.0,61,48,94,1,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.05334,55.2017
Gorgeous Living in Park View JVC Dubai,Entire rental unit,entire_home,Dubai,25314,Studio,1,2,f,,False,False,57,0.0,5985,0.0,105,95,100,13,4.0,8.0,10.0,10.0,10.0,9.0,8.0,25.0534,55.20203
Amazing Living - Park View JVC Modern Studio,Entire condo,entire_home,Dubai,25314,1,1,3,f,,False,False,47,0.0,1410,0.0,30,30,100,0,5.0,9.0,10.0,9.0,10.0,10.0,10.0,25.05311,55.20308
Superior Studio in Park View JVC,Entire rental unit,entire_home,Dubai,25314,Studio,1,2,f,,False,False,49,0.0,6909,0.0,141,124,100,10,4.5,9.0,10.0,10.0,10.0,10.0,9.0,25.05345,55.20218
Amazing Living with balcony Park View JVC -1bed,Entire rental unit,entire_home,Dubai,25314,1,1,3,f,,False,False,44,0.0,1269,0.0,31,24,93,2,,,,,,,,25.05335,55.20231
Park view brand new studio,Entire rental unit,entire_home,Dubai,25314,Studio,1,3,f,130.0,True,False,60,55.0,6106,0.0,95,66,83,25,4.3,10.0,9.0,9.0,10.0,9.0,9.0,25.05333,55.20262
Amazing Stay Park View JVC - Studio with balcony,Entire rental unit,entire_home,Dubai,25314,Studio,1,3,f,,False,False,43,0.0,43,0.0,1,1,100,0,4.8,9.0,10.0,10.0,9.0,9.0,10.0,25.05336,55.20284
Stunning Serviced apartment in the heart of JVC,Entire condo,entire_home,Dubai,25314,1,2,2,f,,False,True,140,0.0,8357,0.0,127,50,47,14,4.8,10.0,10.0,10.0,10.0,9.0,9.0,25.0541,55.20143
"Studio, pool, gym, parking & wi-fi.",Entire rental unit,entire_home,Dubai,25314,Studio,1,3,f,,False,True,62,0.0,12187,0.0,234,164,84,23,4.8,10.0,10.0,9.0,10.0,9.0,10.0,25.05389,55.20169
2113 Bloom Heights 1 bedroom apartment in jvc,Entire rental unit,entire_home,Dubai,25314,1,2,3,f,,False,True,80,0.0,480,0.0,15,5,40,0,,,,,,,,25.05372,55.20203
"Studio with amazing view, Wi-Fi and free Parking",Entire rental unit,entire_home,Dubai,25314,Studio,1,2,f,,False,True,61,0.0,13688,0.0,264,186,85,21,4.8,10.0,10.0,9.0,9.0,9.0,9.0,25.05404,55.20169
"Pool, Gym, Parking - 24h/7 check in",Entire rental unit,entire_home,Dubai,25314,1,1,3,f,,False,True,67,0.0,14328,0.0,235,178,91,24,5.0,10.0,10.0,10.0,10.0,9.0,10.0,25.05396,55.20209
Lux BnB Studio Ghalia JVC,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,False,84,0.0,1510,0.0,31,15,58,1,,,,,,,,25.05405,55.20208
"Luxurious studio with gym, pool and panoramic view",Entire rental unit,entire_home,Dubai,25314,1,1,2,t,,False,False,78,0.0,749,0.0,15,8,64,1,5.0,10.0,10.0,10.0,10.0,9.0,10.0,25.0545,55.2019
Wonderful Living in Park View JVC Dubai,Entire rental unit,entire_home,Dubai,25314,Studio,1,2,f,,False,False,50,0.0,9405,0.0,209,157,90,24,4.3,8.0,9.0,9.0,7.0,8.0,8.0,25.05463,55.202
Executive Studio Park View Dubai - JVC,Entire condo,entire_home,Dubai,25314,Studio,1,3,f,,False,False,42,0.0,1060,0.0,29,21,87,1,3.2,7.0,6.0,7.0,8.0,7.0,6.0,25.05376,55.2022
Stunning Living in Park View JVC Dubai,Entire rental unit,entire_home,Dubai,25314,Studio,1,2,f,,False,False,49,0.0,7438,0.0,165,126,92,14,4.5,9.0,9.0,9.0,8.0,9.0,9.0,25.05381,55.20242
Amazing Living in Park View JVC - Airbetter,Entire condo,entire_home,Dubai,25314,1,1,3,f,,False,False,42,0.0,1218,0.0,29,28,100,2,4.7,9.0,9.0,8.0,9.0,10.0,9.0,25.05396,55.20238
Dazzling brand new studio in JVC!,Entire rental unit,entire_home,Dubai,25314,Studio,1,2,f,,False,False,70,0.0,11130,0.0,159,138,100,11,4.8,9.0,10.0,10.0,10.0,9.0,9.0,25.054,55.203
Evergreen Apartment Amidst Vibrant JVC With Pool,Entire rental unit,entire_home,Dubai,25314,1,2,2,f,,False,False,72,0.0,10397,0.0,152,120,95,6,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.054,55.203
Modern studio for an exquisite getaway,Entire rental unit,entire_home,Dubai,25314,Studio,1,2,f,,False,False,42,0.0,2533,0.0,90,50,67,6,,,,,,,,25.054,55.203
Romantic Retreat In This Sleek Studio Amidst Parks,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,False,51,0.0,3672,0.0,90,60,80,2,,,,,,,,25.054,55.203
OFFER! 50% OFFER GIVEN! Stylish Studio for 2!,Entire rental unit,entire_home,Dubai,25314,Studio,1,2,t,,False,False,51,0.0,2147,0.0,61,35,69,2,,,,,,,,25.054,55.203
Amazing Living Park View JVC 1 Bed with Balcony,Entire condo,entire_home,Dubai,25314,1,2,4,f,,False,False,50,0.0,1500,0.0,30,29,100,1,,,,,,,,25.05462,55.20244
new huge studio with balcony /parking/all included,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,10.0,False,False,63,0.0,4044,0.0,131,54,49,5,4.6,9.0,9.0,8.0,9.0,9.0,9.0,25.05445,55.20306
Summer DEAL! 3BR+Maid I ZazenOne I JVT I w/Terrace,Entire rental unit,entire_home,Dubai,25314,3,4,7,f,,False,True,221,0.0,31400,0.0,222,119,64,16,4.3,9.0,9.0,9.0,9.0,8.0,8.0,25.058,55.194
ALH Vacay - 2 Bedroom Villa in Springs 8,Entire villa,entire_home,Dubai,25314,2,3,4,t,,False,False,272,0.0,14623,0.0,64,45,84,3,,,,,,,,25.06079,55.18794
Lovely 1BHK in JVT,Entire rental unit,entire_home,Dubai,25314,1,2,4,t,,False,False,89,0.0,5021,0.0,62,47,91,1,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.059,55.194
OFFER! 50% OFF I'm awesome and can sleep 4,Entire condo,entire_home,Dubai,25314,1,2,4,t,,False,False,63,0.0,7639,0.0,125,101,97,14,3.8,7.0,8.0,8.0,10.0,8.0,8.0,25.06,55.194
Brand New Luxury Gem with Pool & Gym,Entire condo,entire_home,Dubai,25314,1,2,4,t,,False,False,132,0.0,13402,0.0,143,85,71,18,5.0,10.0,10.0,10.0,10.0,9.0,10.0,25.05983,55.19486
212 Upgraded Modern Apartment Near DubaiHills Mall,Entire serviced apartment,entire_home,Dubai,25314,1,2,5,f,,False,True,74,0.0,4236,0.0,106,48,54,6,4.2,8.0,9.0,8.0,8.0,9.0,8.0,25.0564,55.1962
Luxury 1BR with stunning skyline views of Dubai,Entire condo,entire_home,Dubai,25314,1,1,4,t,4.0,False,False,107,0.0,13732,0.0,279,108,46,12,4.5,10.0,9.0,10.0,9.0,8.0,9.0,25.05488,55.19877
Stylish 1+1 Luxury in JVC Brand New,Entire rental unit,entire_home,Dubai,25314,1,3,2,f,,False,False,86,0.0,3526,0.0,41,38,100,1,,,,,,,,25.057,55.197
Spectacular 2 Bedroom Villa in JVC,Entire rental unit,entire_home,Dubai,25314,2,3,4,f,,False,False,85,0.0,2451,0.0,31,24,93,3,,,,,,,,25.056770451195348,55.19841801488669
New unit l Pool View l Near exit,Entire rental unit,entire_home,Dubai,25314,1,2,3,f,,False,False,68,0.0,4967,0.0,88,61,83,2,5.0,10.0,2.0,2.0,2.0,10.0,2.0,25.05682096482801,55.19852111230267
The Blue Studio,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,True,63,0.0,3339,0.0,53,44,100,5,4.8,10.0,9.0,8.0,10.0,8.0,8.0,25.05699,55.19902
LUX Penthouse with private Pool,Entire rental unit,entire_home,Dubai,25314,3,6,6,f,,False,False,269,0.0,36799,0.0,144,114,95,4,5.0,9.0,10.0,9.0,10.0,9.0,10.0,25.05726,55.19845
Modern Minimalist Studio Apt w/ Pool Views in JVC!,Entire rental unit,entire_home,Dubai,25314,Studio,1,2,f,,False,False,74,0.0,6125,0.0,89,69,93,7,5.0,10.0,10.0,9.0,10.0,9.0,9.0,25.05771,55.19917
Bright and Fun homely escape,Entire rental unit,entire_home,Dubai,25314,1,2,2,f,,False,True,60,0.0,2939,0.0,69,41,71,4,,,,,,,,25.05564030772501,55.19944965915472
Cozy Studio Skyline View Modern Pool&Gym,Entire vacation home,entire_home,Dubai,25314,1,1,2,f,,False,False,93,0.0,7842,0.0,124,70,68,0,5.0,10.0,10.0,10.0,10.0,9.0,9.0,25.05529,55.19991
"Pool, Gym, Parking and Wi-Fi - JVC",Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,True,54,0.0,3742,0.0,90,58,77,9,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.05551,55.19993
Chaima Elegantly furnished brand new with balcony,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,15.0,True,True,69,41.0,3946,13.6,114,44,46,8,4.2,9.0,9.0,8.0,9.0,8.0,8.0,25.05476,55.20026
"Gym, Pool, Wi-Fi and Parking",Entire rental unit,entire_home,Dubai,25314,1,1,3,f,,False,True,61,0.0,14118,0.0,263,193,88,19,4.8,10.0,10.0,10.0,10.0,9.0,10.0,25.055,55.201
Morpheus Stays | Bali Vibes Studio in JVC,Entire home,entire_home,Dubai,25314,1,1,2,t,,False,False,76,0.0,8379,0.0,147,92,75,8,5.0,10.0,10.0,10.0,10.0,8.0,9.0,25.055,55.201
Sunset Oasis: Dubai Escapade,Entire rental unit,entire_home,Dubai,25314,1,2,2,f,,False,False,68,0.0,5692,0.0,90,70,93,2,,,,,,,,25.055,55.201
Spacious Apartment with Balcony,Entire rental unit,entire_home,Dubai,25314,1,2,3,f,,False,True,84,0.0,3536,0.0,69,35,61,5,,,,,,,,25.055,55.201
Bloom Heights A (Studio),Entire rental unit,entire_home,Dubai,25314,Studio,1,2,t,,False,False,42,0.0,2898,0.0,69,65,100,0,,,,,,,,25.055,55.201
Stunning Marina sky view,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,True,76,0.0,633,0.0,17,7,49,0,,,,,,,,25.055,55.201
Spacious 3 BR | Fully Furnished | JVC,Entire rental unit,entire_home,Dubai,25314,3,4,7,f,1.0,True,False,220,0.0,8422,0.0,87,32,44,3,3.6,9.0,9.0,7.0,7.0,9.0,7.0,25.05575,55.20003
1102 1 BHK Apartment with great Burj Al Arab View.,Entire serviced apartment,entire_home,Dubai,25314,1,2,3,f,,False,True,68,0.0,490,0.0,15,6,48,1,4.0,10.0,10.0,6.0,6.0,10.0,8.0,25.05596,55.20033
Luxurious Brand New Studio in JVC,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,False,56,0.0,3439,0.0,69,51,89,0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,25.056,55.201
"Pool, Gym, Parking and Wi-Fi",Entire rental unit,entire_home,Dubai,25314,1,2,4,f,,False,True,95,0.0,14858,0.0,170,130,92,28,4.8,10.0,10.0,10.0,10.0,9.0,9.0,25.05479,55.20138
Stunning Studio Apartment in Park view JVC,Entire rental unit,entire_home,Dubai,25314,Studio,1,3,f,,False,False,38,0.0,2242,0.0,59,56,100,5,,,,,,,,25.054846780121085,55.20199184214647
Amazing Living Park View JVC -1bed with balcony,Entire rental unit,entire_home,Dubai,25314,1,2,3,f,,False,False,80,0.0,9300,0.0,125,97,93,12,2.2,6.0,6.0,8.0,7.0,8.0,7.0,25.05493,55.20191
Luxury stay at Park view Dubai,Entire rental unit,entire_home,Dubai,25314,1,2,4,f,,False,False,46,0.0,110,0.0,4,2,60,0,2.5,6.0,4.0,6.0,6.0,5.0,5.0,25.05497,55.20177
Park View Spacious Studio with Balcony,Entire rental unit,entire_home,Dubai,25314,Studio,1,3,f,130.0,False,False,50,0.0,10544,0.0,213,175,99,22,4.0,7.0,8.0,8.0,8.0,9.0,8.0,25.05494,55.20182
Stunning one bedroom with balcony Park View,Entire condo,entire_home,Dubai,25314,1,2,5,f,,False,False,48,0.0,1488,0.0,31,26,100,1,5.0,10.0,10.0,10.0,10.0,8.0,8.0,25.05508,55.2017
Amazing one bedroom with Balcony Park View Dubai,Entire condo,entire_home,Dubai,25314,1,2,5,f,,False,False,50,0.0,200,0.0,4,4,100,0,,,,,,,,25.05512,55.20191
Cozy Studio Park View Modern Pool & Gym,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,False,95,0.0,2945,0.0,31,31,100,0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.05549,55.20135
Wonderful Studio with Balcony Park View Dubai JVC,Entire condo,entire_home,Dubai,25314,1,2,3,f,,False,False,42,0.0,1218,0.0,29,26,100,2,5.0,10.0,8.0,8.0,10.0,10.0,8.0,25.05522,55.2018
Stylish fully furnished studio in jvc,Entire condo,entire_home,دبي,25314,1,1,2,f,8.0,False,True,54,0.0,65,0.0,2,1,60,0,,,,,,,,25.05529,55.202
Amazing Studio with balcony in Park View JVC,Entire condo,entire_home,Dubai,25314,1,1,3,f,,False,False,41,0.0,1476,0.0,36,32,100,3,5.0,8.0,10.0,6.0,10.0,10.0,8.0,25.05525,55.20206
Modern & Luxurious Condo with a Skyline View,Entire condo,entire_home,Dubai,25314,1,2,3,f,,False,True,101,0.0,1725,0.0,61,14,28,1,,,,,,,,25.05558,55.20186
Amazing Studio with balcony in Park View Dubai,Entire rental unit,entire_home,Dubai,25314,Studio,1,2,f,,False,False,58,0.0,3712,0.0,64,54,100,17,4.0,9.0,8.0,8.0,8.0,9.0,8.0,25.05501,55.20221
Stunning New Studio with Balcony in Park View JVC,Entire rental unit,entire_home,Dubai,25314,Studio,1,3,f,,False,False,38,0.0,1102,0.0,29,29,100,0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.05508,55.20251
Wonderful Studio with Balcony in Park View,Entire rental unit,entire_home,Dubai,25314,Studio,1,3,f,,False,False,44,0.0,1672,0.0,38,36,100,0,2.0,6.0,6.0,8.0,8.0,8.0,4.0,25.05497955913312,55.20275960026481
Park view Gorgeous studio with balcony,Entire rental unit,entire_home,Dubai,25314,Studio,1,3,f,130.0,True,False,69,55.0,7990,0.0,142,85,72,17,3.4,6.0,7.0,7.0,7.0,8.0,7.0,25.05509,55.20273
Studio next to FIVE Hotel,Entire rental unit,entire_home,Dubai,25314,1,1,2,t,,False,False,62,0.0,8308,0.0,200,112,67,22,4.8,10.0,10.0,10.0,10.0,9.0,9.0,25.055,55.203
Stunning 1 bedroom Balcony at Park View Dubai,Entire rental unit,entire_home,Dubai,25314,1,2,4,f,130.0,True,False,77,70.0,15825,0.0,195,157,97,18,4.0,8.0,8.0,9.0,8.0,9.0,8.0,25.05524,55.20219
Intimate Studio in Damac Ghalia Jvc,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,True,46,0.0,1606,0.0,36,29,97,0,4.0,8.0,8.0,8.0,8.0,9.0,8.0,25.05532,55.20248
812 luxurious Modern Studio Apartment JVC Dubai,Entire serviced apartment,entire_home,Dubai,25314,Studio,1,3,f,141.0,False,True,67,68.0,9259,0.0,125,108,100,13,4.0,8.0,8.0,8.0,8.0,9.0,8.0,25.05601,55.20214
Park View Residence|Studio|Fully-equipped,Entire serviced apartment,entire_home,Dubai,25314,Studio,1,2,f,,False,False,96,0.0,10275,0.0,139,89,77,9,5.0,10.0,10.0,10.0,9.0,10.0,10.0,25.05616,55.20224
Modern and Cozy 1BR Apartment in JVC!,Entire rental unit,entire_home,Dubai,25314,1,2,3,f,164.0,False,False,110,44.0,8826,0.0,96,63,79,11,4.5,9.0,9.0,10.0,8.0,9.0,9.0,25.05657,55.20288
Homely Studio Apartment in JVC,Entire rental unit,entire_home,دبي,25314,Studio,1,2,f,,False,False,44,0.0,2992,0.0,68,57,100,4,4.0,10.0,8.0,9.0,9.0,9.0,9.0,25.05706,55.20057
Lovely studio with a one bedroom layout,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,1.0,False,False,60,0.0,1210,0.0,126,17,16,2,,,,,,,,25.05789,55.19925
Luxury Penthouse with private pool and Jacuzzi,Entire rental unit,entire_home,Dubai,25314,3,6,6,f,,False,False,283,0.0,54789,0.0,220,162,88,17,4.0,8.0,8.0,7.0,10.0,8.0,9.0,25.05815,55.19922
Ultimate Stay / Modern Studio / Swimming Pool View,Entire rental unit,entire_home,دبي,25314,Studio,1,2,t,,False,False,108,0.0,21228,0.0,234,163,84,22,4.8,10.0,10.0,10.0,10.0,9.0,10.0,25.05858,55.19928
Perfect Artist Getaway in Dubai: 30% OFF Weekly,Entire condo,entire_home,Dubai,25314,1,1,2,f,,False,False,51,0.0,1264,0.0,118,21,21,0,4.2,9.0,9.0,8.0,9.0,9.0,9.0,25.0585,55.1997
Immaculate 3BR Villa w/ Private Backyard in JVC!,Entire villa,entire_home,Dubai,25314,3,4,7,f,,False,False,221,0.0,3719,0.0,17,14,99,0,,,,,,,,25.057905612973123,55.200281014340575
Eclectic Modern Style 1-bedroom,Entire rental unit,entire_home,Dubai,25314,1,2,4,t,,False,False,115,0.0,10246,0.0,90,74,99,1,4.9,10.0,10.0,9.0,10.0,9.0,10.0,25.05717,55.20265
Cozy room for rent.,Private room in townhouse,private_room,Dubai,25314,1,1,2,f,3.0,False,False,33,5.0,3687,21.7667,192,91,57,15,4.8,10.0,10.0,10.0,10.0,9.0,10.0,25.05722,55.20286
Garden view | Newly Furnished | Vast,Entire rental unit,entire_home,دبي,25314,2,2,4,f,,False,False,124,0.0,9600,0.0,158,65,49,5,,,,,,,,25.05829,55.20278
Maya studio JVT,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,False,218,0.0,262,0.0,2,1,60,2,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.05926,55.19538
Opulent 1BR Apt in the heart of JVC - Sleeps 2!,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,False,84,0.0,1016,0.0,22,10,55,3,4.2,10.0,9.0,9.0,9.0,9.0,9.0,25.05881,55.19874
Spacious Room for Rent,Private room in townhouse,private_room,Dubai,25314,1,1,2,f,3.0,False,False,34,5.0,2873,21.7667,118,69,70,13,4.8,10.0,10.0,9.0,10.0,9.0,10.0,25.05941,55.19846
Primestay - Oxford Boulevard in Jvc,Entire rental unit,entire_home,دبي,25314,1,1,2,f,,False,False,192,0.0,11232,0.0,75,49,78,10,1.0,2.0,2.0,8.0,6.0,6.0,2.0,25.05946,55.19874
Eclectic Studio with Terrace in Oxford Blvd JVC,Entire serviced apartment,entire_home,دبي,25314,1,1,2,t,,False,True,77,0.0,8088,0.0,202,88,52,13,4.9,10.0,10.0,10.0,10.0,9.0,10.0,25.05987,55.19912
Orange Room,Private room in townhouse,private_room,Dubai,25314,1,1,2,f,,False,False,43,0.0,1042,0.0,101,20,24,9,4.3,9.0,8.0,9.0,9.0,7.0,9.0,25.06,55.199
"New building  1 bed room ,",Entire rental unit,entire_home,Dubai,25314,1,2,2,f,,False,False,80,0.0,2465,0.0,79,26,39,5,,,,,,,,25.061,55.199
